,text,noun,Nletters,frequency,synsets,labels
752,altar,1,5,4600,2,7.16
753,altarpiece,1,10,49,1,11.21
754,alter,0,5,3663,5,9.47
755,alteration,1,10,350,3,10.17
756,altercation,1,11,830,1,11.67
757,alternate,0,9,2500,10,8.83
758,alternating,0,11,495,7,12
759,alternation,1,11,39,1,12.32
760,alternative,1,11,7253,4,10.11
761,alternator,1,10,230,1,11.32
762,although,0,8,36046,1,8.076035
763,altimeter,1,9,188,1,14.13
764,altitude,1,8,3112,3,9.58
765,alto,0,4,699,8,10.186121
766,altogether,0,10,5089,4,8.353117
767,altruism,1,8,248,1,15.79
768,altruist,1,8,33,1,15.5
769,altruistic,0,10,265,1,13.8
770,alum,1,4,241,4,13.06
771,aluminum,1,8,1678,1,7.26
772,alumna,1,6,28,1,14
773,alumnus,1,6,144,1,14
774,alveolar,0,8,26,3,15
775,alveolus,1,7,6,2,14.5
776,always,0,6,503417,5,6.264345
777,be,0,2,4210868,14,5.11
778,amah,1,4,81,2,14
779,amalgam,1,7,153,2,15.25
780,amalgamated,0,11,145,2,15.07
781,amalgamation,1,12,70,1,16.92
782,amandine,1,8,67,1,15.29
783,amanita,1,7,82,1,15.5
784,amanuensis,1,10,24,1,12
785,amaranth,1,8,28,2,15.73
786,amaretto,1,8,138,1,14.63
787,amaryllis,1,9,97,1,15.36
788,amass,0,5,180,2,12
789,amateur,0,7,5285,4,10.53
790,amateurish,0,10,236,1,12.57
791,amateurism,1,10,34,1,12.88
792,amaze,0,5,1206,2,7.5
793,amazed,0,6,4383,3,7.17
794,amazement,1,9,447,1,9.22
795,amazing,0,7,80267,4,5.22
796,ambassador,1,10,9480,2,11
797,ambassadorial,0,13,30,1,12.69
798,ambassadorship,1,14,44,1,13.45
799,amber,1,5,8866,3,9.28
800,ambergris,1,9,82,1,17.5
801,ambiance,1,8,314,2,14.78
802,ambidextrous,0,12,140,2,11.84
803,ambience,1,8,509,2,13.28
804,ambient,0,7,617,1,12.8
805,ambiguity,1,11,351,2,14.06
806,ambiguous,0,9,712,3,13.67
807,ambition,1,8,5633,3,11.29
808,ambitious,0,9,4842,2,11.05
809,ambivalence,1,11,146,1,13.37
810,ambivalent,0,10,255,1,12.12
811,amble,0,5,63,2,11.87
812,ambrosia,1,8,480,4,13.82
813,ambrosial,0,9,13,2,17.12
814,ambulance,1,9,17637,1,6.16
815,ambulation,1,10,3,1,15.36
816,ambulatory,0,10,82,3,12.59
817,ambush,1,6,4397,3,9.3
818,amoeba,1,6,206,1,12.65
819,amoebic,0,6,31,1,13.68
820,ameliorate,0,10,42,2,13.67
821,amelioration,1,12,12,1,16.25
822,amen,0,4,17429,1,5.795437
823,amenable,0,8,282,4,14.14
824,amend,0,5,552,3,11.39
825,amendment,1,9,2685,2,10.06
826,amends,1,6,2181,5,10.16
827,americanize,0,11,7,2,12.44
828,amethyst,1,8,645,2,12.22
829,amiability,1,10,17,2,13.25
830,amiable,0,7,353,2,13.11
831,amicable,0,8,385,1,12.95
832,amice,1,5,10,1,12.14
833,amicus,1,6,84,1,15.4
834,amid,0,4,855,1,11.454304
835,amidst,0,6,1221,1,10.441889
836,amino,1,5,467,2,13.78
837,amiss,0,5,790,4,11.337077
838,amity,1,5,138,2,13.14
839,ammeter,1,7,4,1,16.83
840,ammo,1,4,3420,1,8.11
841,ammonia,1,7,986,2,11
842,ammonium,1,8,330,1,12.35
843,ammunition,1,10,4134,3,9.67
844,amnesia,1,7,2436,1,10.61
845,amnesiac,0,8,176,2,12.64
846,amnesic,0,7,31,3,13.67
847,amnesty,1,7,1370,4,12.95
848,amniocentesis,1,13,64,1,14.38
849,amniotic,0,8,241,1,13.86
850,among,0,5,33190,1,7.745668
851,amongst,0,7,8659,1,9.013851
852,amontillado,1,11,68,1,14.43
853,amoral,0,6,198,1,11.7
854,amorality,1,9,17,1,15
855,amorous,0,7,559,2,13.71
856,amorphous,0,9,98,3,14.75
857,amortization,1,12,30,2,17.33
858,amortize,0,8,32,1,15.88
859,amount,1,6,25945,7,6.63
860,amour,1,5,580,1,12.67
861,amp,0,3,1173,2,12.11
862,amperage,1,8,37,1,12.07
863,ampersand,1,9,60,1,13.2
864,amphetamine,1,11,269,1,15.53
865,amphibian,1,9,242,4,8.33
866,amphibious,0,10,325,2,10.88
867,amphitheater,1,12,188,2,11.84
868,amphora,1,7,171,1,15.44
869,ample,0,5,1218,3,11.63
870,amplification,1,13,128,3,11.4
871,amplify,0,9,410,4,12.06
872,amplifier,1,9,406,1,11.35
873,amplitude,1,9,142,3,12.44
874,amputate,0,8,560,1,9.6
875,amputation,1,10,533,2,11.89
876,amputee,1,7,144,1,11
877,amuck,1,5,155,3,11.18
878,amulet,1,6,1758,1,11.53
879,amuse,0,5,1853,2,9
880,amused,0,6,1588,3,7.83
881,amusement,1,9,2629,2,8.79
882,amusing,0,7,4932,4,8.44
883,amyl,1,4,83,1,15.67
884,amylase,1,7,52,1,18.2
885,anabolic,0,8,122,2,15.53
886,anachronism,1,11,82,3,14.3
887,anachronistic,0,13,72,1,15.79
888,anaconda,1,8,416,1,10.06
889,anaerobic,0,9,66,2,13.12
890,anaesthetize,0,12,19,1,14.18
891,anagogic,0,8,1,1,15.33
892,anagram,1,7,331,2,11.38
893,anal,0,4,1993,2,13.17
894,analeptic,0,9,5,2,15.6
895,analgesia,1,9,26,1,15.38
896,analgesic,1,9,91,2,14.87
897,analog,1,6,331,2,13.62
898,analogy,1,9,1039,3,11.33
899,analogous,0,9,108,2,14.4
900,analogue,0,8,184,2,12.16
901,analysis,1,8,8765,6,11.32
902,analyst,1,7,1751,3,11.75
903,analytic,0,8,74,4,12.61
904,analytical,0,10,386,2,12.44
905,analyzable,0,10,4,1,11.27
906,analyze,0,7,2619,4,11.39
907,analyzer,1,8,249,1,11.37
908,anaphylactic,0,12,303,1,16.27
909,anaphylaxis,1,11,134,1,17
910,anarchic,0,8,91,1,14.15
911,anarchism,1,9,86,1,12.46
912,anarchist,1,9,1143,1,12.63
913,anarchistic,0,11,36,1,15.95
914,anarchy,1,7,1655,1,13.94
915,anathema,1,8,168,2,13
916,anatomic,0,8,44,2,12.53
917,anatomical,0,10,317,3,12.05
918,anatomy,1,9,2306,3,11.94
919,anatomist,1,9,81,1,14.22
920,anatomize,0,9,11,2,14.19
921,ancestor,1,8,1942,1,8.61
922,ancestors,1,9,8368,1,9.005584
923,ancestral,0,9,1151,2,11.21
924,ancestry,1,8,564,2,10.11
925,anchor,1,6,4693,5,5.72
926,anchorage,1,9,503,5,12
927,anchorman,1,9,237,1,8.06
928,anchorwoman,1,11,92,1,11.16
929,anchovy,1,9,294,2,9.32
930,ancient,0,7,27510,4,8.26
931,ancillary,0,9,128,1,13.78
932,and,0,3,10572938,1,4.569882
933,andiron,1,7,9,1,12.5
934,androgynous,0,11,149,2,15.8
935,androgyny,1,9,31,1,16.5
936,android,1,7,1638,1,13.89
937,anecdotal,0,9,151,2,12.47
938,anecdote,1,8,420,1,14.33
939,anemia,1,6,552,3,12
940,anemic,0,6,413,2,13.42
941,anemone,1,7,168,2,13.07
942,aneroid,1,7,10,2,11.8
943,anesthesia,1,10,1224,1,12.53
944,anesthesiologist,1,16,319,1,13
945,anesthetic,0,10,1002,3,13.05
946,anesthetist,1,11,85,1,13.28
947,anesthetize,0,11,94,1,12.78
948,aneurism,1,8,117,1,15.22
949,aneurysm,1,8,1259,1,15.05
950,anew,0,4,1225,1,10.58043
951,angel,1,5,33922,4,4
952,angelfish,1,9,71,3,7.42
953,angelic,0,7,683,3,8.33
954,angelical,0,9,15,3,11.37
955,anger,1,5,17258,5,6
956,angina,1,6,304,2,15.86
957,angiogram,1,9,175,1,15
958,angiography,1,11,36,1,15.67
959,angioplasty,1,11,119,1,17.27
960,angle,1,5,10724,8,8.05
961,angler,1,6,195,3,11.53
962,angleworm,1,9,4,1,10.23
963,anglophile,1,10,28,1,17.11
964,angora,1,6,140,4,15.12
965,angry,0,7,58748,3,4.45
966,angst,1,5,483,1,13.12
967,anguish,1,7,1789,4,11.54
968,anguished,0,9,266,3,12.06
969,angular,0,7,318,2,11.32
970,anhydride,1,9,6,1,16.78
971,aniline,1,7,38,1,16.8
972,animal,1,6,38036,2,2.89
973,animalistic,0,11,159,1,12.58
974,animate,0,7,227,7,8.53
975,animated,0,8,1142,6,7
976,animation,1,9,1935,6,8.53
977,animator,1,8,165,2,10.16
978,anime,1,5,447,2,13.94
979,animosity,1,11,583,1,12.58
980,animus,1,6,180,1,15.08
981,anion,1,5,29,1,13.44
982,anise,1,5,204,2,14.08
983,anisette,1,8,112,1,16.6
984,ankh,1,4,130,1,14.8
985,ankle,1,5,5622,1,4.89
986,anklebone,1,9,9,1,7.35
987,anklet,1,6,524,3,9.06
988,annals,1,6,346,2,14.27
989,annatto,1,7,3,1,14.71
990,annex,1,5,756,3,12.53
991,annexation,1,10,162,2,13.85
992,annihilate,0,10,859,1,11.32
993,annihilation,1,12,846,2,12.06
994,anniversary,1,13,12069,1,7.33
995,annotate,0,8,9,2,15.12
996,announce,0,8,7978,4,9.48
997,announcement,1,12,7759,2,7.75
998,announcer,1,9,18839,2,6.85
999,annoy,0,5,2439,1,7.22
1000,annoyance,1,9,399,5,9.47
1001,annoyed,0,7,3828,3,7.72
1002,annoyer,1,7,3,1,9.47
1003,annoying,0,8,11467,3,6.52
1004,annual,0,6,5474,4,9.26
1005,annuity,1,9,176,1,15.88
1006,annul,0,5,202,2,12.65
1007,annular,0,7,40,1,14.15
1008,annulment,1,9,735,3,12.37
1009,annunciation,1,12,95,3,12
1010,anode,1,5,22,2,15
1011,anodized,0,8,6,1,14.44
1012,anodyne,0,7,45,2,15.1
1013,anoint,0,6,320,2,9.25
1014,anointed,0,8,654,2,12.56
1015,anomaly,1,9,2032,3,12.44
1016,anomalous,0,9,297,1,15.1
1017,anonymity,1,9,799,1,13.44
1018,anonymous,0,9,7582,2,10.26
1019,anorectic,0,9,11,3,14.8
1020,anorexia,1,8,254,1,13.11
1021,anorexic,0,8,359,2,12.06
1022,anosmatic,0,9,1,1,14.67
1023,another,0,7,365421,1,5.049447
1024,anoxia,1,6,32,1,14.83
1025,answer,0,6,134088,15,5.43
1026,answerable,0,10,292,2,9.35
1027,ant,1,3,3888,1,4.32
1028,antacid,1,7,198,2,12.89
1029,antagonism,1,10,167,4,11.81
1030,antagonist,1,10,122,3,11.17
1031,antagonistic,0,12,181,5,13.94
1032,antagonize,0,10,309,2,12.28
1033,ante,0,4,1117,2,11.699415
1034,anteater,1,8,199,6,8.5
1035,antebellum,1,10,67,1,17.5
1036,antecedent,0,10,27,5,15.29
1037,antechamber,1,11,89,1,15.77
1038,antediluvian,0,12,37,4,14.89
1039,antelope,1,8,729,1,8.39
1040,antenatal,0,9,68,1,17.5
1041,antenna,1,7,1860,3,7.05
1042,anterior,0,8,574,3,14.12
1043,anteroom,1,8,90,1,15.58
1044,anthem,1,6,1831,2,9.44
1045,anther,1,6,45,1,11.67
1046,anthill,1,7,350,1,7
1047,anthology,1,11,135,1,14.47
1048,anthracite,1,10,48,1,14.1
1049,anthrax,1,7,973,2,14.26
1050,anthropoid,1,10,44,4,14.33
1051,anthropological,0,15,176,1,14.88
1052,anthropologist,1,14,586,1,12.56
1053,anthropology,1,12,640,1,14.61
1054,anti,0,4,841,2,9.37
1055,antiaircraft,1,12,148,2,12.06
1056,antibacterial,0,13,126,2,11.65
1057,antibiotic,1,10,611,2,9.53
1058,antibiotics,1,11,2589,1,9.55
1059,antibody,1,10,219,1,12.47
1060,antic,0,5,111,3,11.65
1061,antichrist,1,10,679,1,12.79
1062,anticipate,0,10,1723,6,10.6
1063,anticipation,1,12,1527,4,10
1064,anticipatory,0,12,82,1,13.94
1065,anticlimactic,0,13,104,2,14.17
1066,anticlimax,1,10,60,2,14.88
1067,anticline,1,9,5,1,10.67
1068,anticoagulant,1,13,76,1,14.53
1069,anticoagulation,1,15,15,1,16.36
1070,anticommunism,1,13,8,1,13.53
1071,anticommunist,1,13,21,1,12.89
1072,anticorrosive,0,13,2,1,13.61
1073,antics,1,6,749,2,9.56
1074,antidemocratic,0,14,10,1,13.69
1075,antidepressant,1,14,213,1,14.05
1076,antidotal,0,9,3,1,14.69
1077,antidote,1,8,3630,1,10.11
1078,antiestablishment,1,17,25,1,14.85
1079,antifascist,1,11,86,1,15.77
1080,antifeminist,1,12,6,1,12.62
1081,antifreeze,1,10,317,1,10.05
1082,antifungal,0,10,45,2,12
1083,antigen,1,7,117,1,13.64
1084,antigovernment,1,14,42,1,12.35
1085,antigravity,1,11,156,1,11.37
1086,antigun,1,7,1,1,13.57
1087,antihistamine,1,13,161,1,12.93
1088,antihuman,1,9,4,1,11.08
1089,antimatter,1,10,817,1,14.84
1090,antimilitary,0,12,6,1,12.75
1091,antimissile,0,11,16,1,14.71
1092,antimony,1,8,68,1,12.11
1093,antinuclear,0,11,15,1,13.19
1094,antioxidant,1,11,49,1,14.52
1095,antipasto,1,9,62,1,16.3
1096,antipathy,1,9,110,2,13.25
1097,antipersonnel,0,13,34,1,12.95
1098,antiperspirant,1,14,47,1,11.26
1099,antipsychotic,0,13,95,1,13.71
1100,antiquarian,1,11,85,3,13.82
1101,antiquated,0,10,408,3,13.57
1102,antique,0,7,3870,7,8.05
1103,antiques,1,8,1975,4,11.05
1104,antiquity,1,11,558,3,13.18
1105,antiseptic,0,10,417,5,9.95
1106,antiseptics,1,11,32,1,10.78
1107,antiserum,1,9,86,1,13.8
1108,antislavery,0,11,21,1,11.06
1109,antisocial,0,10,591,2,11.47
1110,antispasmodic,0,13,1,1,16
1111,antitank,0,8,67,1,13.8
1112,antithesis,1,10,137,2,13.38
1113,antithetical,0,12,39,1,14.9
1114,antitoxin,1,9,134,1,13.57
1115,antitrust,1,9,70,1,14.88
1116,antivenin,1,9,31,1,13.79
1117,antiviral,0,9,107,2,15.11
1118,antivirus,1,9,132,1,13.24
1119,antivivisection,1,15,1,1,16.11
1120,antivivisectionist,1,18,3,1,15
1121,antiwar,1,7,111,1,12.42
1122,antler,1,6,208,1,6.39
1123,antsy,1,5,398,1,9.06
1124,anus,1,4,1193,1,11.17
1125,anvil,1,5,511,2,10.79
1126,anxiety,1,9,5432,2,8.17
1127,anxious,0,7,9354,2,10.21
1128,any,0,3,767968,2,5.99792
1129,anybody,1,9,112582,1,5.113389
1130,anyhow,0,6,6523,2,7.745668
1131,anyone,0,6,228332,1,5.3585
1132,anything,0,8,640206,1,6.115147
1133,anytime,1,7,13761,1,5.89
1134,anyway,0,6,166702,2,6.306973
1135,aorta,1,5,915,1,13.06
1136,aortal,0,6,9,1,13.85
1137,aortic,0,6,460,1,13.12
1138,apache,0,6,1660,3,10.5
1139,apart,0,5,42417,8,6.63734
1140,apartheid,1,9,397,1,15.44
1141,apartment,1,9,52714,1,7.8
1142,apartments,1,10,3371,1,6.56
1143,apartness,1,9,9,1,9.83
1144,apathetic,0,9,258,2,14.6
1145,apathy,1,6,426,2,14.21
1146,apatite,1,7,5,1,12.38
1147,ape,1,3,3834,5,5.89
1148,apelike,0,7,45,2,9.53
1149,aperitif,1,8,296,1,15.22
1150,aperture,1,8,237,3,14.92
1151,apex,1,4,602,2,12.58
1152,aphasia,1,7,174,1,16.62
1153,aphasic,0,7,24,3,14.71
1154,aphid,1,5,73,1,10.7
1155,aphis,1,5,6,1,16.6
1156,aphorism,1,8,39,1,16.2
1157,aphrodisiac,1,11,708,2,13.32
1158,apiary,1,6,40,1,15.31
1159,apish,0,5,20,1,12.56
1160,aplenty,1,7,162,1,13.25
1161,aplomb,1,6,73,1,14.73
1162,apnea,1,5,213,1,15.62
1163,apocalypse,1,10,2859,2,12.78
1164,apogee,1,6,77,2,17
1165,apolitical,0,10,84,1,17.19
1166,apollonian,0,10,6,1,15.36
1167,apologetic,0,10,301,1,9.8
1168,apologia,1,8,10,1,14
1169,apology,1,9,11723,3,5.56
1170,apologist,1,9,55,1,12.36
1171,apologize,0,9,35587,2,5.67
1172,apoplectic,0,10,69,1,14.88
1173,apoplexy,1,8,109,1,15.5
1174,apostate,1,8,117,2,12.58
1175,apostle,1,7,632,3,9.5
1176,apostolate,1,10,9,1,16.8
1177,apostrophe,1,10,201,2,8.39
1178,apothecary,1,12,350,1,14.47
1179,apotheosis,1,10,85,2,15.64
1180,app,1,3,3218,1,18.33
1181,appalled,0,8,888,5,11.53
1182,appalling,0,9,1738,6,12.21
1183,appaloosa,1,9,62,1,11.71
1184,apparatchik,1,11,21,2,15.83
1185,apparatus,1,9,1353,2,10.9
1186,apparel,1,7,534,2,10.8
1187,apparent,0,8,3257,2,10.25
1188,apparition,1,10,591,4,11.94
1189,appeal,1,6,9647,9,10.21
1190,appear,0,6,21449,7,6.67
1191,appearance,1,10,9341,6,8.83
1192,appease,0,7,662,3,11.78
1193,appeasement,1,11,162,1,13.11
1194,appeaser,1,8,15,1,13.07
1195,appellant,1,9,77,2,14.2
1196,appellate,0,9,227,1,13.5
1197,appellation,1,11,41,1,16.2
1198,appendage,1,9,238,3,11.58
1199,appendectomy,1,14,261,1,11.93
1200,appendix,1,10,1465,2,10.56
1201,appendicitis,1,12,629,1,12
1202,apperception,1,12,5,1,13.8
1203,appetite,1,8,6828,1,8.83
1204,appetizer,1,9,951,1,9.06
1205,appetizing,0,10,316,1,10.74
1206,applaud,0,7,1876,2,7.1
1207,applause,1,8,40194,1,6.2
1208,apple,1,5,16192,2,4.15
1209,applecart,1,9,41,2,8.75
1210,applejack,1,9,571,1,7.41
1211,applesauce,1,10,378,2,4.32
1212,appliance,1,9,630,2,8.78
1213,applicability,1,13,3,1,14.63
1214,applicable,0,10,307,1,13.37
1215,applicant,1,9,467,1,11.78
1216,application,1,11,7420,7,9.39
1217,applicator,1,10,64,1,10.74
1218,apply,0,7,10970,10,9.21
1219,appoint,0,7,1870,3,10.29
1220,appointee,1,9,65,2,13.53
1221,appointment,1,11,20930,6,7.53
1222,appraisal,1,9,477,3,12.94
1223,appraise,0,8,164,2,14.52
1224,appraiser,1,9,205,2,13.05
1225,appreciable,0,11,46,1,10.17
1226,appreciate,0,10,51258,5,8.8
1227,appreciation,1,12,3205,5,8.5
1228,appreciative,0,12,605,2,9.94
1229,appreciator,1,11,13,1,11.78
1230,apprehend,0,9,1035,3,11.47
1231,apprehensibility,1,16,2,1,14.16
1232,apprehension,1,12,560,4,11.25
1233,apprehensive,0,12,486,3,11.45
1234,apprentice,1,10,2596,2,10.58
1235,apprenticeship,1,14,471,1,14.4
1236,apprise,0,7,83,4,14.31
1237,approach,1,8,16374,14,8.5
1238,approachable,0,12,219,3,10
1239,approbation,1,11,59,2,15.23
1240,appropriate,0,11,9500,3,9.16
1241,appropriateness,1,15,22,2,10.44
1242,appropriation,1,13,166,3,12.94
1243,approval,1,8,6165,4,7.95
1244,approve,0,7,7918,2,7.89
1245,approximate,0,11,607,5,10.7
1246,approximation,1,13,224,4,12.56
1247,apricot,1,7,574,3,6.15
1248,apriority,1,9,3,1,14.33
1249,apron,1,5,2487,4,6.75
1250,apt,0,3,1124,4,12.5
1251,aptitude,1,8,552,1,12.39
1252,aqualung,1,8,38,1,14.79
1253,aquamarine,0,10,108,2,9.94
1254,aquarium,1,8,1591,1,6.84
1255,aquatic,0,7,511,3,9.44
1256,aquatics,1,8,40,2,9.39
1257,aquavit,1,7,88,1,14.8
1258,aqueduct,1,8,452,1,11.61
1259,aqueous,0,7,38,2,11.75
1260,aquifer,1,7,113,1,13.33
1261,arabesque,0,9,130,2,13
1262,arable,0,6,123,1,13
1263,arachnid,0,8,133,1,11.88
1264,arachnophobia,1,13,37,1,12.35
1265,aragonite,1,9,5,1,14.71
1266,arbiter,1,7,307,2,16.42
1267,arbitrage,1,9,55,2,17.1
1268,arbitrary,0,9,731,1,14.06
1269,arbitrate,0,9,80,1,14.74
1270,arbitration,1,11,326,2,14.25
1271,arbitrator,1,10,113,1,14.37
1272,arbor,0,5,510,3,11.028024
1273,arboreal,0,8,33,3,14.42
1274,arboretum,1,9,119,1,13.56
1275,arborist,1,8,7,1,13.5
1276,arc,0,3,2242,4,9.418817
1277,arcade,1,6,1685,2,7.79
1278,arcane,0,6,285,1,14.93
1279,arch,1,4,2719,8,8.26
1280,archaeological,0,14,959,1,9.44
1281,archaeologist,1,13,1080,1,9.68
1282,archaeology,1,11,765,1,10
1283,archaeopteryx,1,13,73,1,14
1284,archaic,0,7,516,2,14.5
1285,archaism,1,8,4,1,15.42
1286,archangel,1,9,887,2,11.53
1287,archbishop,1,10,1798,1,10.45
1288,archdeacon,1,10,197,1,15.23
1289,archdiocese,1,11,259,1,11.94
1290,archduchess,1,11,126,1,13.09
1291,archduke,1,8,448,1,11.59
1292,arched,0,6,154,3,9.89
1293,archenemy,1,9,176,1,11.28
1294,archer,0,6,5880,3,9.226991
1295,archery,1,7,741,1,9.06
1296,archetypal,0,10,131,1,16.29
1297,archetype,1,9,211,1,13.87
1298,archipelago,1,11,344,1,13.18
1299,architect,1,9,4747,1,10.12
1300,architectonic,0,13,5,1,14.14
1301,architectural,0,13,952,1,12.25
1302,architecture,1,12,3232,4,10.06
1303,architrave,1,10,9,2,21
1304,archival,0,8,89,1,11.2
1305,archive,1,7,1612,2,12.95
1306,archives,1,8,2252,3,10.878826
1307,archivist,1,9,180,1,13.79
1308,archway,1,7,152,1,10.06
1309,arcsine,1,7,3,1,13.9
1310,arctic,0,6,3044,4,7.79
1311,ardency,1,7,2,1,16.6
1312,ardent,0,6,573,3,13.27
1313,ardor,1,5,165,3,13.82
1314,arduous,0,7,489,3,13.92
1315,area,1,4,62755,6,6.58
1316,areal,0,5,73,1,14.2
1317,arena,1,5,3763,4,9.57
1318,areola,1,6,93,2,13.31
1319,argent,1,6,168,2,13.7
1320,argentine,0,9,720,2,13.31
1321,argillaceous,0,12,4,1,15
1322,argon,1,5,235,1,15.19
1323,argosy,1,8,61,1,13.33
1324,argot,1,5,16,1,15.8
1325,argue,0,5,14042,3,4.61
1326,argument,1,8,12669,7,7.55
1327,argumentative,0,13,416,1,11.5
1328,aria,1,4,1812,1,13.75
1329,arid,0,4,417,2,11.38
1330,aridity,1,7,20,2,12.87
1331,arioso,1,6,3,1,15.14
1332,arise,0,5,2806,7,6.89
1333,aristocracy,1,11,734,2,11
1334,aristocrat,1,10,814,1,11.88
1335,aristocratic,0,12,651,1,12.06
1336,arithmetic,1,10,852,2,7.16
1337,arithmetical,0,12,21,1,11
1338,ark,1,3,3271,2,7.17
1339,arm,1,3,41726,8,3.26
1340,armada,1,6,732,1,13.53
1341,armadillo,0,9,521,1,8.608885
1342,armament,1,8,284,2,13.73
1343,armature,1,8,71,1,14.3
1344,armband,1,7,207,2,10
1345,armchair,1,8,753,1,6.56
1346,armed,0,5,17960,5,8.72
1347,armful,1,6,100,1,9.61
1348,army,1,6,65795,3,7.15
1349,armistice,1,9,588,1,14
1350,armless,0,7,95,1,8.68
1351,armload,1,7,15,1,9
1352,armoire,1,7,237,1,12.37
1353,armor,1,5,5648,4,7.17
1354,armored,0,7,2180,4,9.5
1355,armorial,0,8,6,1,15.25
1356,armory,1,6,1077,4,11
1357,armpit,1,6,858,1,6
1358,armrest,0,7,114,1,6.56
1359,arms,1,4,45390,10,3.738636
1360,aroma,1,5,1183,2,9.47
1361,aromatherapy,1,12,170,1,15.09
1362,aromatic,0,8,264,2,11.05
1363,around,0,6,471463,10,5.944635
1364,arousal,1,7,320,4,12.94
1365,arouse,0,6,953,7,12.63
1366,arpeggio,1,8,46,1,13.85
1367,arraign,0,7,100,2,12.38
1368,arraignment,1,11,867,1,16.44
1369,arrange,0,7,13442,7,8.28
1370,arrangement,1,11,6715,6,9.89
1371,arranger,1,8,97,2,12.44
1372,arrant,0,6,58,1,11.5
1373,array,1,5,1908,6,10.79
1374,arrears,1,7,275,2,16.62
1375,arrest,1,6,46994,6,7.47
1376,arrestee,1,8,24,1,12.06
1377,arrestment,1,10,10,1,10.94
1378,arrhythmia,1,10,471,1,16.27
1379,arrhythmic,0,10,26,2,13.81
1380,arrival,1,7,7898,3,8.06
1381,arrive,0,6,19306,2,6.26
1382,arrogance,1,9,2378,1,11.72
1383,arrogant,0,8,5748,1,9.95
1384,arrow,1,5,7670,2,6.07
1385,arrowroot,1,9,34,3,12
1386,arsenal,1,7,1981,3,11.79
1387,arsenic,1,7,1242,2,11.83
1388,arsine,0,6,3,1,14.17
1389,arson,1,5,2435,1,11.2
1390,arsonist,1,8,784,1,11.45
1391,art,1,3,54096,4,6.21
1392,arterial,0,8,529,1,14.5
1393,artery,1,8,3275,2,13.06
1394,arteriogram,1,11,18,1,17.12
1395,arteriosclerosis,1,16,35,1,16.6
1396,artful,0,6,261,2,9.56
1397,arthritic,0,9,134,2,12.3
1398,arthritis,1,9,1269,1,11.67
1399,arthropod,1,9,56,1,12.93
1400,arthroscopic,0,12,26,1,15.14
1401,artichoke,1,9,415,2,10
1402,article,1,7,14614,5,8.61
1403,articular,0,9,27,1,13.44
1404,articulate,0,10,910,7,13
1405,articulation,1,12,102,5,12.63
1406,artifact,1,8,1575,1,10.33
1407,artifice,0,8,150,1,12.75
1408,artificial,0,10,4523,3,10.16
1409,artificiality,1,13,25,1,11.84
1410,artillery,1,9,3401,3,10.68
1411,artilleryman,1,12,53,1,13
1412,artisan,1,7,284,1,12.95
1413,artist,1,6,25056,1,6.78
1414,artiste,1,7,576,1,12.29
1415,artistic,0,8,4039,3,9.17
1416,artistry,1,8,456,1,10.58
1417,artless,0,7,59,4,13.82
1418,arts,1,4,9831,5,5.965949
1419,artsy,0,5,261,1,10.76
1420,artwork,1,7,1483,1,7.32
1421,arty,0,4,508,1,9.57
1422,arugula,1,7,220,1,16.75
1423,as,0,2,1792220,10,6.10449
1424,asbestos,1,8,775,1,13.95
1425,ascend,0,6,865,8,10.67
1426,ascendancy,1,10,70,1,16
1427,ascendant,1,9,299,4,13.69
1428,ascending,0,9,492,10,10.84
1429,ascension,1,9,740,5,12.71
1430,ascent,1,6,619,3,10.74
1431,ascertain,0,9,733,4,12.68
1432,ascertainable,0,13,6,1,15.6
1433,ascetic,0,7,243,3,14.43
1434,ascorbic,0,8,21,1,12.57
1435,ascribe,0,7,113,1,15.28
1436,aseptic,0,7,36,1,14.07
1437,asexual,0,7,179,1,16
1438,ash,0,3,8244,4,6.626683
1439,ashamed,0,7,22623,1,7.11
1440,ashcan,1,6,39,1,10.67
1441,ashen,0,5,107,2,12.5
1442,ashes,1,5,8212,4,7.06362
1443,ashore,0,6,3190,1,9.067136
1444,ashram,1,6,473,2,16.64
1445,ashtray,1,7,1601,1,5.95
1446,ashy,0,4,144,1,8.61
1447,aside,0,5,20677,8,7.894866
1448,asinine,0,7,287,1,12.71
1449,ask,0,3,354323,7,2.89
1450,asker,1,5,27,1,7.94
1451,askew,0,5,229,2,11
1452,asleep,0,6,37535,5,4.47
1453,asp,1,3,155,2,10.69
1454,asparagus,1,9,1132,2,6.79
1455,aspect,1,6,3624,5,10.35
1456,aspen,0,5,989,1,10.036923
1457,asperse,0,7,8,1,14.22
1458,aspersion,1,9,14,3,14.4
1459,asphalt,1,7,814,3,8.89
1460,asphyxia,1,8,178,1,14.07
1461,asphyxiate,0,10,107,3,13.06
1462,asphyxiation,1,12,675,2,15.12
1463,aspic,1,5,118,1,16.33
1464,aspidistra,1,10,19,1,18
1465,aspirant,0,8,60,2,12.81
1466,aspirate,0,8,93,4,14.41
1467,aspiration,1,10,402,4,11.47
1468,aspire,0,6,807,1,11.83
1469,aspirin,1,7,3605,1,7.95
1470,aspiring,0,8,836,2,11
1471,ass,1,3,105009,6,7.84
1472,assail,0,6,69,3,12.24
1473,assailable,0,10,5,1,13.21
1474,assailant,1,9,1404,1,12.44
1475,assassin,1,8,5475,2,11.28
